#{"t_start": 1760788861.0654204, "env_id": "None"}
r,l,t
15.875306,23,4752.153268
9.783939,12,4752.40649
16.282398,19,4752.7923
14.988275,25,4753.175921
17.535121,24,4753.642865
13.91065,15,4753.950379
18.253625,50,4755.03287
14.481496,18,4755.354755
12.199307,17,4755.747533
16.46412,41,4756.461296
14.694588,18,4756.92188
15.026658,19,4757.326849
14.363863,11,4757.532967
13.678104,26,4758.067081
12.656282,17,4758.381547
15.431794,14,4758.622957
18.023302,46,4759.582973
18.136477,39,4760.400597
13.591366,18,4760.719862
13.441746,10,4760.965313
15.27353,26,4761.481
15.607092,39,4762.295841
14.152759,20,4762.580631
15.081729,31,4763.105082
17.193679,47,4764.155563
17.15571,39,4764.948861
17.252715,38,4765.825449
14.943924,33,4766.412417
19.264404,61,4767.598967
13.542609,12,4767.812063
18.766779,47,4768.712666
23.756782,83,4770.503749
14.609268,17,4770.859257
15.712343,22,4771.319241
19.168404,74,4772.827802
19.005598,61,4774.102887
15.851089,31,4774.735578
14.688665,17,4775.051131
18.976626,59,4776.277095
13.80378,13,4776.575898
17.41493,44,4777.511176
16.277611,8,4777.666259
14.654481,16,4777.945122
15.9079,28,4778.456412
13.457047,11,4778.687821
14.316876,19,4779.032426
19.805795,75,4780.65566
15.552196,37,4781.390017
17.083071,35,4782.122142
15.529307,28,4782.690571
15.022029,24,4783.220839
15.606433,23,4783.72445
13.203763,10,4783.909633
16.741326,36,4784.671419
13.525958,12,4784.866698
21.365197,76,4786.404789
15.877208,22,4786.906399
13.586354,10,4787.13328
21.134726,48,4787.939684
16.025537,23,4788.381446
19.79506,82,4789.9793
14.550357,17,4790.293813
13.885083,13,4790.515143
11.392191,14,4790.840557
17.510702,42,4791.627054
16.093365,24,4792.17488
11.692709,16,4792.506205
15.49217,24,4792.998434
16.079416,31,4793.73645
14.624165,23,4794.207062
16.301199,40,4794.996721
16.169342,33,4795.62931
14.735211,23,4796.075278
14.132406,12,4796.266603
14.467648,20,4796.63638
14.169799,16,4796.886959
14.312759,17,4797.285695
13.762018,13,4797.500398
19.838211,60,4798.675643
13.677153,21,4799.108523
20.040511,73,4800.550313
13.176153,9,4800.690728
13.388466,13,4800.932064
14.454857,16,4801.225616
13.396545,11,4801.411943
13.062103,7,4801.587209
16.833571,27,4802.048414
14.289795,30,4802.553935
14.397552,18,4802.834742
13.575144,11,4803.082784
16.72551,49,4804.101969
13.986181,13,4804.338539
15.829627,25,4804.786144
14.058514,13,4805.048366
13.692221,14,4805.3126
15.785923,29,4805.903269
14.941837,18,4806.268026
14.336946,14,4806.527638
14.322319,19,4806.848884
14.24362,10,4807.074609
18.486788,9,4807.273783
17.975015,58,4808.293751
11.21946,11,4808.543778
15.364051,25,4809.093707
14.463353,18,4809.453941
13.352523,12,4809.646142
13.449249,10,4809.85216
12.929194,11,4810.08122
13.150201,11,4810.309218
13.945079,13,4810.548789
15.120181,14,4810.788146
16.012363,31,4811.347181
12.734706,15,4811.612758
17.058649,36,4812.39675
13.44024,15,4812.703992
16.993864,36,4813.402797
14.2813,17,4813.747993
14.441849,17,4814.023698
18.308694,43,4814.976173
15.831257,22,4815.415188
13.444343,8,4815.61189
15.151881,22,4816.091452
15.399458,27,4816.593393
17.939024,37,4817.32251
13.526436,12,4817.577009
18.596395,55,4818.80566
13.875239,9,4819.00574
13.784991,14,4819.249946
25.875515,110,4821.575689
13.882069,11,4821.7641
14.366094,16,4822.074394
13.518276,10,4822.320132
16.271153,35,4823.039034
18.376939,49,4824.114434
13.675525,12,4824.30821
19.960158,61,4825.54472
16.595626,31,4826.13234
13.443673,9,4826.352011
14.462624,18,4826.670347
14.394195,14,4826.895678
16.360542,31,4827.428712
14.911895,30,4828.104352
17.700892,45,4829.004261
13.477371,8,4829.183725
13.806632,12,4829.397931
18.569497,45,4830.162876
21.881069,45,4830.968205
15.797857,24,4831.392933
16.277693,27,4831.955462
13.424226,10,4832.159912
13.634112,14,4832.423772
16.890896,35,4833.141084
15.045838,26,4833.637691
16.964072,24,4834.129395
14.259494,17,4834.388474
16.486585,35,4835.052695
17.670765,33,4835.726361
14.054879,11,4835.977007
22.527538,93,4837.874287
17.386411,39,4838.628358
13.86904,8,4838.805833
15.642186,28,4839.308542
14.188541,15,4839.553211
12.502797,16,4839.864972
15.112554,28,4840.371436
14.79959,19,4840.752449
13.40516,27,4841.35254
13.357761,9,4841.532513
18.695263,65,4842.813793
17.196261,41,4843.538121
12.279182,14,4843.862394
11.857405,11,4844.111261
12.500345,19,4844.478764
13.524697,9,4844.701563
17.221126,29,4845.335866
15.031912,23,4845.839067
13.595644,11,4846.068557
18.268051,48,4847.065282
-7.9441,31,4847.581433
14.189827,16,4847.953713
13.23705,10,4848.164338
13.989434,16,4848.498883
14.46493,13,4848.779212
17.057589,22,4849.224082
15.727574,32,4849.610707
16.106862,31,4850.254941
13.615361,10,4850.46095
18.681514,56,4851.553598
16.321693,37,4852.266626
13.609842,13,4852.571625
18.317587,39,4853.182812
13.737955,15,4853.490655
15.074208,19,4853.916701
15.439906,28,4854.348424
16.049967,38,4855.165299
13.156838,10,4855.39521
17.91872,33,4856.106474
15.90095,33,4856.698374
14.355503,15,4856.925184
13.351211,11,4857.133177
21.262562,84,4858.976685
15.571424,23,4859.486352
16.334504,38,4860.214876
19.998379,66,4861.439411
15.228431,21,4861.819113
13.883123,12,4862.076723
12.291441,19,4862.433453
13.41593,11,4862.664814
15.235752,35,4863.284387
15.132718,21,4863.566629
16.090235,26,4864.003975
15.698473,29,4864.53512
16.530926,31,4865.179097
16.160891,33,4865.900764
13.420457,13,4866.120096
14.458802,17,4866.355946
14.078549,12,4866.595581
13.635701,24,4867.078189
15.131835,24,4867.341864
16.520301,33,4867.956589
12.785877,13,4868.255822
17.511399,44,4869.133273
15.201829,15,4869.37932
14.195758,16,4869.693434
17.023373,38,4870.48988
18.160414,41,4871.339932
14.521761,13,4871.577747
15.166023,21,4872.075033
15.119752,25,4872.500366
15.541763,26,4872.983308
14.042867,29,4873.559963
16.84214,27,4874.000469
16.622834,41,4874.792831
15.729094,24,4875.286311
13.738172,13,4875.488752
14.944261,20,4875.824394
14.334919,14,4876.067406
15.801214,32,4876.750412
15.867858,28,4877.264436
15.080179,19,4877.650918
13.548692,13,4877.867613
12.091115,13,4878.128925
17.069364,28,4878.658467
14.018522,12,4878.914304
13.926795,15,4879.243946
15.028105,15,4879.466333
14.231381,12,4879.651765
13.87323,13,4879.89271
15.542409,29,4880.425336
17.290627,37,4881.178572
15.483924,14,4881.409338
14.081036,13,4881.651745
18.129973,40,4882.323627
17.013022,27,4882.748148
16.652138,40,4883.473452
13.463134,11,4883.722732
14.150193,11,4883.952184
14.622255,24,4884.483032
16.284713,27,4885.046113
16.739676,31,4885.664824
15.305974,35,4886.448435
13.639776,16,4886.684081
13.599069,19,4887.067393
15.00531,24,4887.506145
13.838592,9,4887.708442
15.565625,14,4887.887517
13.097765,13,4888.163367
12.678081,12,4888.41683
14.151291,13,4888.655963
15.639265,32,4889.21717
19.284043,63,4890.34446
13.607128,11,4890.600957
16.092565,27,4891.15026
16.832493,25,4891.560309
14.45865,17,4891.855333
14.283941,37,4892.589427
16.041313,33,4893.205617
14.004079,21,4893.683777
14.457031,16,4893.933298
18.370193,34,4894.652594
17.616733,43,4895.628595
14.265451,11,4895.817485
16.703312,47,4896.671563
15.431601,15,4896.89931
17.736076,33,4897.578651
15.128265,24,4898.108226
15.995556,32,4898.734522
15.668933,32,4899.378442
22.389279,80,4901.05158
13.515576,14,4901.353668
14.795931,11,4901.542278
13.887901,11,4901.754415
17.822296,19,4902.200578
14.978306,20,4902.672177
13.453321,12,4902.925536
13.595179,10,4903.150192
16.980296,37,4903.87366
13.431284,10,4904.077813
16.988511,48,4905.192266
15.527258,19,4905.577389
13.88345,15,4905.803951
16.351265,43,4906.711982
14.158707,14,4906.932628
14.383804,20,4907.246317
15.674219,18,4907.628899
12.953509,17,4907.9639
13.589472,14,4908.2267
13.639827,10,4908.451438
13.502555,11,4908.64504
14.289751,16,4908.863629
14.630798,34,4909.484131
14.176808,19,4909.881242
14.231492,16,4910.131401
14.900179,25,4910.64684
15.386396,22,4911.145733
22.886421,89,4912.9408
17.684851,56,4914.049877
13.544227,12,4914.29862
17.899791,49,4915.174784
16.73209,9,4915.354782
15.898075,27,4915.825293
13.529358,13,4916.063483
17.98234,52,4917.225736
15.595145,24,4917.756047
13.997172,16,4918.008371
15.127398,24,4918.475148
13.773715,14,4918.741055
14.487872,26,4919.220242
15.671236,11,4919.430664
15.411003,32,4920.104647
18.184601,50,4921.213772
15.072675,21,4921.630313
14.573069,16,4921.943888
13.91445,12,4922.15903
15.286954,20,4922.50926
16.90901,55,4923.563
14.994486,14,4923.826458
15.979248,29,4924.342357
13.929288,18,4924.665412
13.778976,12,4924.879371
15.001791,22,4925.389565
13.50479,10,4925.615807
13.893033,13,4925.815017
14.057194,12,4926.091948
18.927278,49,4927.07585
15.341941,30,4927.700933
15.015726,24,4928.232435
14.796074,25,4928.509271
25.528959,110,4930.452178
14.648328,16,4930.825885
16.185358,10,4931.011707
18.455365,40,4931.77346
15.310011,26,4932.335282
17.670706,38,4933.100803
14.663796,16,4933.391894
13.763684,13,4933.616007
14.256536,17,4933.891129
14.682321,40,4934.6749
14.509339,16,4934.925461
13.992889,14,4935.167366
17.772474,36,4935.94737
13.730816,13,4936.222993
16.656865,43,4937.038396
15.659928,26,4937.565066
14.251389,24,4937.968808
15.629892,29,4938.577638
17.476422,26,4939.05268
14.254766,16,4939.389292
14.193912,17,4939.776478
14.865564,22,4940.22268
15.220579,28,4940.773607
13.331098,9,4940.953648
16.064889,32,4941.501987
16.316054,34,4942.211959
12.629595,15,4942.539436
14.912176,18,4942.860945
14.212307,15,4943.124475
16.285303,33,4943.707199
14.81708,23,4944.229524
13.7672,10,4944.453878
14.33456,12,4944.64691
13.109912,9,4944.826771
15.606408,24,4945.316753
14.888989,29,4945.967127
15.266239,35,4946.526787
13.862769,9,4946.73039
13.731706,13,4946.97055
14.756732,18,4947.393918
14.738846,14,4947.680539
13.043433,10,4947.848596
14.228931,25,4948.342548
13.71488,28,4948.933184
16.563072,30,4949.386753
22.436747,71,4950.823058
14.373673,14,4951.149202
15.054006,22,4951.507447
14.306504,10,4951.752708
18.093079,49,4952.707348
14.54577,22,4953.106294
16.640389,42,4953.984412
15.169831,26,4954.439287
13.779074,19,4954.742283
12.936224,23,4955.085408
15.357303,25,4955.616547
13.519768,12,4955.851601
15.903564,29,4956.351189
13.552091,14,4956.624037
13.851327,14,4956.887137
13.628916,16,4957.225319
13.863669,13,4957.483781
17.381359,41,4958.287647
14.441491,17,4958.617067
14.323363,20,4959.070034
16.557035,44,4959.866597
15.244421,29,4960.500751
13.342741,16,4960.751846
16.548248,36,4961.544503
25.727826,129,4964.059616
13.753341,14,4964.324919
13.52621,17,4964.661732
13.72316,19,4965.070158
13.211773,13,4965.30855
13.667232,11,4965.559718
17.043231,40,4966.401682
13.51573,11,4966.631174
13.863037,13,4966.846456
14.130508,9,4967.025718
13.69052,12,4967.219279
13.808725,15,4967.494191
13.61298,11,4967.723294
16.611164,32,4968.392971
14.878925,22,4968.863441
14.610967,24,4969.356514
14.403761,32,4969.879959
13.271637,9,4970.088871
15.710935,23,4970.349526
13.829613,14,4970.635249
17.895326,32,4971.163301
14.481554,16,4971.380899
12.787843,15,4971.6696
13.295436,10,4971.874139
15.183133,22,4972.333518
13.946028,12,4972.530987
14.982335,20,4973.025764
13.866846,13,4973.265939
14.705029,17,4973.622802
14.525741,23,4974.10674
14.245217,11,4974.335154
14.446742,20,4974.743008
18.884568,59,4975.928416
14.972494,21,4976.307653
14.350112,16,4976.563978
13.788442,15,4976.851447
14.467809,7,4977.023642
14.029732,13,4977.301805
14.697463,22,4977.765788
14.463531,15,4977.992647
18.026552,48,4978.908555
13.873387,29,4979.518673
13.896491,13,4979.797665
13.29063,9,4979.999001
13.729376,13,4980.237886
14.711158,23,4980.662436
14.157796,13,4980.940045
13.907342,16,4981.275179
13.138742,9,4981.475405
14.703993,9,4981.65398
15.99352,29,4982.280232
17.52621,44,4983.279553
14.31821,15,4983.530321
16.197453,28,4984.140395
13.339697,8,4984.306051
15.137147,17,4984.507608
12.728777,14,4984.773562
13.324296,8,4984.970891
14.301387,11,4985.203215
13.968542,14,4985.467578
13.363273,13,4985.689584
14.282756,11,4985.918507
17.835846,51,4986.967552
13.39109,10,4987.174606
15.100278,18,4987.496224
13.40044,10,4987.6816
13.155267,12,4987.956468
16.905151,29,4988.531894
13.475813,11,4988.724377
16.036871,17,4989.074589
18.074592,20,4989.451821
13.967186,16,4989.765834
13.432392,9,4989.947792
15.97197,29,4990.520686
16.405089,27,4991.085566
14.863707,20,4991.473915
14.76893,13,4991.773116
14.459231,16,4992.024535
18.054793,49,4992.794863
14.4783,30,4993.437006
14.026453,14,4993.706327
12.427791,9,4993.907255
13.451953,11,4994.096557
13.484506,10,4994.304445
21.024948,71,4995.693626
17.279345,37,4996.298157
17.366181,40,4997.053996
14.449675,10,4997.278029
15.531267,24,4997.768711
17.600938,40,4998.667142
13.715256,12,4998.89
12.55784,15,4999.154699
14.908691,15,4999.461416
13.82677,14,4999.750053
16.939149,40,5000.529605
14.120739,12,5000.783063
15.73344,31,5001.382491
15.902699,31,5001.931978
14.712315,20,5002.35278
13.401319,23,5002.859226
16.871452,19,5003.09984
13.96314,17,5003.401533
20.789883,74,5004.848124
13.649687,9,5005.052238
20.181144,54,5006.037855
15.455602,12,5006.229651
15.569641,37,5006.901695
14.371917,16,5007.241117
15.934033,37,5007.971458
16.08506,15,5008.297899
13.621242,11,5008.506882
14.014337,18,5008.869494
14.315611,15,5009.134921
16.311991,36,5009.703063
16.481133,24,5010.216454
17.42375,44,5011.053112
19.859808,55,5012.183232
14.126697,15,5012.490717
19.240663,51,5013.644009
13.420672,12,5013.861387
15.02302,22,5014.341917
14.429947,14,5014.581926
13.109415,10,5014.765386
19.596398,65,5016.121083
14.132204,17,5016.457618
15.418525,30,5017.03362
13.666981,12,5017.23331
16.1965,26,5017.772967
13.839749,9,5017.993916
16.831032,28,5018.60023
15.601299,26,5019.117978
15.119127,14,5019.357369
13.271143,22,5019.834662
15.646443,33,5020.483266
13.353939,8,5020.68037
13.597639,11,5020.909089
17.565307,37,5021.745085
14.66442,18,5022.033042
16.110937,27,5022.587612
16.443973,38,5023.284501
15.547261,25,5023.724205
14.055128,13,5024.004884
15.342073,29,5024.660422
17.080457,44,5025.438797
-11.03241,21,5025.853846
13.406098,12,5026.064677
14.049354,15,5026.392783
13.958016,13,5026.656785
18.027736,41,5027.396555
14.707032,23,5027.904051
15.916819,22,5028.321968
14.839236,26,5028.836262
13.92359,13,5029.055711
15.129166,27,5029.463016
14.793085,25,5029.94565
16.220419,32,5030.516475
17.599244,44,5031.355599
16.661771,35,5031.969092
17.374184,41,5032.703171
15.289947,29,5033.336274
15.281262,23,5033.759352
13.819506,10,5033.963612
15.386608,31,5034.603234
14.056066,12,5034.877806
14.970306,27,5035.416732
17.464413,45,5036.400833
14.710935,20,5036.828302
23.814317,104,5038.750257
16.20484,32,5039.337142
17.782745,45,5040.242088
13.151005,12,5040.456902
19.98519,60,5041.425109
17.071179,35,5042.229998
17.206912,34,5042.856921
14.909315,23,5043.324032
14.06025,13,5043.602843
13.739953,14,5043.926218
14.16377,12,5044.200726
19.293169,57,5045.347131
13.165267,14,5045.672297
15.248536,20,5046.140641
13.926437,11,5046.391444
16.280389,30,5046.943574
14.813498,10,5047.18925
15.025484,20,5047.629919
18.220108,50,5048.736143
15.968752,19,5049.141397
13.634518,14,5049.443229
13.307701,11,5049.637351
18.665586,42,5050.498602
14.09102,15,5050.786753
13.706541,13,5051.003782
12.65854,12,5051.259764
16.916028,35,5051.975576
25.332049,107,5053.922285
17.249973,33,5054.670696
15.307511,24,5055.158324
16.308185,28,5055.625146
13.752652,16,5055.919615
13.533916,11,5056.13972
15.136042,19,5056.532931
13.412662,7,5056.705983
14.792883,12,5056.936262
12.483603,14,5057.19954
17.699081,38,5057.60298
15.737859,27,5058.206445
14.397938,22,5058.650456
17.568033,52,5059.609764
13.772124,17,5059.871587
15.761157,26,5060.411503
18.681157,56,5061.491689
15.827961,29,5062.069714
13.537639,10,5062.258756
13.715122,13,5062.497814
17.234178,42,5063.231707
13.78928,14,5063.473977
13.647484,12,5063.708326
15.022191,22,5064.024098
17.073905,42,5064.877547
14.449495,25,5065.30789
18.129536,43,5066.100407
15.697612,34,5066.631263
14.5188,15,5066.830037
17.167474,44,5067.817797
14.065077,14,5068.062982
15.522967,27,5068.535158
13.92743,14,5068.784016
21.107088,55,5069.725104
13.569111,11,5069.959385
15.333504,24,5070.477359
16.658376,33,5071.150417
14.32644,17,5071.485368
21.931648,65,5072.926004
14.418524,17,5073.195066
19.337971,56,5074.319062
17.511785,36,5075.003331
19.22336,53,5075.925372
15.642671,26,5076.464498
17.654214,46,5077.281231
16.21813,30,5077.860241
13.70483,13,5078.101995
13.516341,11,5078.292436
22.693491,67,5079.499594
15.509035,28,5080.044303
13.298943,10,5080.271093
13.266401,10,5080.454298
16.716069,35,5081.216428
15.517507,48,5082.214306
16.249661,27,5082.669703
15.615253,25,5083.103874
16.698756,40,5083.797364
13.012574,14,5084.039784
18.009111,59,5084.942099
14.148813,15,5085.170193
15.052604,29,5085.801687
16.95478,35,5086.555173
15.700956,26,5087.075634
13.821879,14,5087.318256
15.183905,12,5087.55395
16.564547,36,5088.094045
14.670821,14,5088.367616
13.789773,12,5088.601865
14.084479,10,5088.830777
13.349947,11,5089.027824
17.759094,38,5089.764975
13.666729,17,5090.030035
22.262584,80,5091.706777
18.067532,46,5092.594559
14.020348,21,5093.051857
14.222515,15,5093.318441
15.518932,42,5094.131967
17.367523,53,5095.101294
18.654333,50,5095.98798
14.093947,12,5096.267082
14.429773,20,5096.642201
15.016625,23,5097.152884
13.577377,11,5097.385417
14.161697,22,5097.887439
14.835581,20,5098.321628
12.40851,14,5098.629615
13.347147,16,5098.963196
19.518356,62,5100.067929
15.3918,23,5100.55926
14.474786,16,5100.816283
15.703634,28,5101.3308
13.954768,25,5101.802377
13.700626,11,5102.012614
16.711566,29,5102.567672
14.152107,11,5102.779636
15.551487,24,5103.350911
13.973555,12,5103.626106
13.695893,12,5103.901353
17.584541,23,5104.390094
20.008707,56,5105.3072
13.333389,9,5105.470417
16.181191,31,5106.102959
-9.149358,26,5106.68191
13.794986,13,5106.960322
18.771744,57,5108.06548
14.52857,15,5108.351162
17.007014,31,5109.050551
13.898223,16,5109.260159
14.367775,16,5109.553054
13.723556,13,5109.830319
12.672272,17,5110.128388
13.043515,21,5110.483902
14.378788,13,5110.746725
13.340979,11,5111.019359
13.437569,13,5111.278505
13.897406,10,5111.484955
14.907203,24,5111.86996
14.289754,38,5112.742298
14.658161,19,5113.127429
14.416017,19,5113.368174
13.708077,11,5113.597195
13.837694,11,5113.826858
15.080799,29,5114.424046
14.298003,15,5114.743403
16.142845,28,5115.311637
19.255836,42,5116.259349
14.250588,16,5116.554928
13.486405,10,5116.785285
15.691513,25,5117.251568
13.426618,9,5117.47499
15.950591,40,5118.360165
11.838184,14,5118.601825
14.5523,15,5118.871821
14.208101,13,5119.177242
17.531384,29,5119.642893
14.634143,18,5119.885678
13.828302,16,5120.131881
13.995233,13,5120.387452
15.2101,19,5120.60057
14.328339,16,5120.809716
13.728794,24,5121.239627
13.607608,10,5121.445056
16.169907,38,5122.175235
16.550084,44,5123.010291
13.273273,9,5123.2326
20.587286,86,5125.068057
14.653857,20,5125.538449
16.268556,16,5125.89084
13.31914,9,5126.114415
13.21981,12,5126.388356
14.268079,17,5126.7133
13.466716,11,5126.9022
17.1961,37,5127.635723
15.03862,23,5128.078918
14.332289,17,5128.415409
13.501385,12,5128.611637
15.774842,23,5129.102121
23.132188,103,5131.166679
17.100777,27,5131.688192
13.672693,10,5131.915623
14.06132,15,5132.18387
15.301035,25,5132.699338
15.514332,25,5133.192203
16.867472,30,5133.770877
14.897652,26,5134.318839
14.897287,16,5134.509465
13.869076,10,5134.718845
15.952266,26,5135.207499
13.841059,12,5135.46009
14.191132,20,5135.807345
13.526843,10,5135.971028
17.93669,43,5136.861299
17.330734,35,5137.557393
15.339193,26,5138.053701
13.481071,13,5138.310824
12.537012,13,5138.54604
14.010915,13,5138.804479
17.381281,39,5139.588746
14.054569,34,5140.259584
16.520433,36,5140.859412
19.274183,56,5142.067524
16.385873,35,5142.806142
13.98206,17,5143.079319
13.270223,10,5143.283281
15.725956,26,5143.798372
16.458509,27,5144.239435
15.348094,27,5144.683213
14.186391,23,5145.127467
13.618885,13,5145.38765
13.286982,14,5145.632478
19.176127,46,5146.439525
14.700263,19,5146.70165
14.152528,11,5146.935125
15.299917,25,5147.492106
22.649537,79,5148.960307
14.224642,17,5149.212295
14.244481,12,5149.453464
16.53087,36,5149.910782
19.090573,57,5150.944653
15.016053,29,5151.407025
13.193892,10,5151.611963
19.046292,56,5152.49976
14.464165,16,5152.811516
17.056896,31,5153.473485
18.423404,47,5154.427848
15.595468,38,5155.101208
13.357092,11,5155.314985
14.68784,12,5155.608845
16.569386,40,5156.484334
13.841447,13,5156.720359
17.076246,32,5157.336843
16.060615,33,5158.018688
16.41438,39,5158.837106
15.60977,34,5159.569165
21.352947,71,5161.042083
11.736749,17,5161.416587
14.141439,16,5161.727609
15.409535,29,5162.194499
15.364301,20,5162.479212
15.448501,40,5163.217477
13.950389,12,5163.4911
14.24296,12,5163.744561
14.093283,16,5164.015107
14.039018,11,5164.266618
13.479584,8,5164.463341
14.994894,25,5164.999948
14.038437,24,5165.530297
14.47917,23,5165.982922
16.555794,39,5166.782164
18.52244,30,5167.377624
14.335784,18,5167.73912
18.089032,27,5168.184054
14.718242,23,5168.569113
13.803503,12,5168.843704
18.626967,51,5169.741166
17.889323,46,5170.693741
15.972864,27,5171.215556
14.8986,24,5171.66607
14.742529,23,5172.190517
13.399187,10,5172.396096
13.788694,13,5172.611756
14.904192,33,5173.345437
20.227703,63,5174.4565
14.590041,18,5174.821821
15.018327,14,5175.01024
20.559444,65,5176.411751
13.202255,9,5176.554846
13.689619,10,5176.802301
14.285297,19,5177.195479
16.481289,23,5177.626306
18.861213,33,5178.236623
15.387272,24,5178.747832
15.55557,16,5179.017869
14.41908,10,5179.224479
14.55252,17,5179.458997
14.211882,17,5179.701725
14.83204,20,5180.110153
15.678119,25,5180.601022
16.458572,21,5180.995594
16.288718,33,5181.763283
12.645591,12,5182.039406
15.639391,25,5182.629565
15.967343,35,5183.277929
14.677905,26,5183.779495
15.044023,21,5184.091242
13.117089,18,5184.39123
13.605107,11,5184.621804
16.189355,38,5185.363286
15.630583,23,5185.891441
16.812295,42,5186.688778
14.875795,21,5187.165581
13.891218,14,5187.42711
17.161395,29,5188.056629
16.558304,36,5188.691842
13.08904,11,5188.919853
13.548734,11,5189.148089
14.568555,23,5189.603467
15.913078,31,5190.119335
17.888939,24,5190.650445
13.907119,9,5190.851751
21.710794,86,5192.710673
13.667142,10,5192.919354
16.82031,42,5193.877121
16.58007,31,5194.578954
14.559166,19,5194.989793
14.386653,13,5195.290328
15.186675,25,5195.842474
13.739332,12,5196.095838
13.12579,10,5196.303021
16.18471,29,5196.834545
17.175819,40,5197.692719
15.234391,20,5197.915359
18.603995,41,5198.603259
14.424367,17,5198.895125
18.339553,55,5199.943135
13.611563,10,5200.171326
14.149566,14,5200.475988
15.114977,13,5200.71771
13.524965,10,5200.942838
15.636977,15,5201.170542
16.746221,26,5201.64845
17.771663,39,5202.409689
14.917367,25,5202.964282
13.571841,11,5203.213212
14.015204,15,5203.468015
17.996249,48,5204.49136
13.78758,12,5204.687159
14.580499,20,5204.999247
13.636543,13,5205.215089
15.058685,26,5205.66862
15.36869,24,5206.124167
13.201526,12,5206.339705
13.100859,7,5206.51228
13.440765,12,5206.747382
13.618059,12,5206.97911
13.843318,11,5207.207858
14.269171,14,5207.472673
13.456339,11,5207.701176
16.215035,22,5208.019828
13.797046,12,5208.301762
18.716849,71,5209.646235
13.690914,13,5209.891075
15.366634,20,5210.323289
14.762509,36,5211.027584
17.97894,44,5211.901175
22.342589,59,5213.029848
15.198642,26,5213.553571
13.304349,10,5213.760367
13.96362,11,5213.973531
14.731021,22,5214.420097
12.367046,14,5214.685115
13.277778,10,5214.878
15.065223,20,5215.291217
15.669387,41,5216.170452
16.173785,31,5216.731484
13.670053,14,5217.015085
17.197808,46,5217.919843
17.05278,25,5218.369674
16.594296,24,5218.897472
16.486519,23,5219.360193
13.501527,14,5219.580792
13.24273,8,5219.757573
14.741786,14,5220.020006
13.29827,8,5220.199721
19.371088,52,5221.216069
17.647857,33,5221.906804
12.775766,16,5222.211955
18.477937,33,5222.890164
13.981962,14,5223.086531
12.901324,15,5223.3327
14.708491,20,5223.807636
15.675061,13,5224.068702
13.446856,11,5224.298025
16.021344,29,5224.919108
14.849399,24,5225.411296
14.078751,17,5225.709094
13.58848,12,5225.923981
13.828167,13,5226.228941
14.27523,13,5226.51212
15.133195,25,5226.987193
15.367854,25,5227.403375
15.334746,10,5227.591909
16.012916,9,5227.795011
17.370644,30,5228.389407
16.850565,28,5229.003669
13.037624,13,5229.264763
13.792799,11,5229.518396
13.458739,12,5229.793959
14.459243,34,5230.514145
17.239229,45,5231.365302
15.195762,33,5232.084636
14.56108,22,5232.420063
16.025802,24,5232.889599
13.40008,13,5233.128403
13.960918,20,5233.518864
15.990509,25,5233.92881
14.326917,21,5234.410449
16.521284,39,5235.057067
18.237506,43,5235.777686
14.037502,22,5236.172006
20.848575,70,5237.3286
18.453648,41,5238.116032
15.181005,25,5238.595168
14.333375,32,5239.286807
17.890117,37,5239.991096
14.477318,18,5240.231077
13.530172,11,5240.462397
15.938827,23,5240.952418
13.391129,10,5241.157673
13.733341,16,5241.370675
14.335337,19,5241.717169
13.598711,12,5241.931598
14.531462,11,5242.14893
15.205317,31,5242.82089
14.925691,30,5243.39765
19.163863,70,5244.814355
13.623043,10,5245.019187
13.961481,14,5245.30477
15.360649,27,5245.897886
15.327971,32,5246.564599
13.783383,15,5246.855517
14.195225,11,5247.086655
15.80627,29,5247.657741
19.410792,42,5248.581294
17.690847,45,5249.328571
18.197257,39,5250.04348
13.434927,8,5250.24194
21.386368,74,5251.727537
13.717602,17,5252.064358
13.443502,11,5252.255368
15.796798,32,5252.78412
17.082153,25,5253.229756
16.172385,31,5253.660703
22.018694,85,5255.265387
14.394723,22,5255.541371
14.068174,11,5255.791886
12.928354,10,5256.019617
14.827202,15,5256.308809
24.358864,90,5258.138188
16.011322,22,5258.599254
13.622103,10,5258.829593
14.272142,16,5259.061132
12.889184,17,5259.336309
15.173248,22,5259.839078
14.794807,14,5260.124275
13.979969,10,5260.352789
23.824821,84,5261.967141
15.564794,38,5262.650807
12.657623,23,5262.992673
16.186834,35,5263.670653
14.509486,12,5263.946347
22.142958,48,5264.993788
15.434486,24,5265.504504
18.268702,47,5266.41703
14.37416,14,5266.701761
13.724201,11,5266.933562
17.444001,47,5267.756838
17.313015,32,5268.456841
16.227659,27,5268.978484
14.292996,13,5269.258329
18.726834,54,5270.255015
16.057878,29,5270.769839
16.148029,25,5271.296551
13.694928,8,5271.475736
13.7715,10,5271.723459
13.785661,13,5272.002613
14.796031,18,5272.282264
13.057099,14,5272.526707
13.991865,15,5272.85929
15.998404,10,5273.064616
13.81729,12,5273.279676
18.605935,52,5274.383657
20.814568,68,5275.681535
26.021433,108,5277.635826
14.103404,13,5277.855961
15.281378,40,5278.706105
23.773203,79,5280.168234
14.984968,21,5280.553287
18.968404,54,5281.657642
14.46695,15,5281.93331
12.600953,16,5282.226921
13.548341,9,5282.448467
15.832784,28,5282.981002
