#{"t_start": 1760612182.2635891, "env_id": "None"}
r,l,t
12.13623,8,9687.710959
11.944462,10,9687.977398
12.407784,15,9688.365752
12.016958,17,9688.801467
11.897894,12,9689.096521
12.671013,11,9689.444792
12.071993,10,9689.708868
-12.75189,26,9690.38042
11.632165,14,9690.743104
11.831635,13,9691.084708
12.41201,14,9691.510076
11.762526,11,9691.829949
11.621225,15,9692.216249
11.755674,14,9692.569112
12.609665,10,9692.833978
11.974193,14,9693.197595
12.002103,17,9693.633794
12.152132,15,9694.022075
12.017822,13,9694.360796
11.834506,18,9694.830265
11.83458,14,9695.196324
11.883683,13,9695.53328
-12.111839,5,9695.71683
12.502528,16,9696.147129
12.03988,10,9696.469162
12.263964,11,9696.801611
12.38017,15,9697.19036
11.96629,10,9697.516166
11.968191,14,9697.877699
12.546943,10,9698.142925
12.436754,15,9698.531399
12.108316,10,9698.798632
12.272462,12,9699.314944
12.234985,11,9699.565866
12.458667,9,9699.889337
12.183586,10,9700.228132
12.028543,10,9700.573396
12.505659,12,9700.886477
11.868711,14,9701.248025
11.850294,15,9701.634243
-12.432196,13,9701.974759
11.712931,23,9702.565008
11.871959,12,9702.882551
12.787178,15,9703.272629
12.091175,9,9703.513139
11.950035,11,9703.805676
12.143708,13,9704.148724
12.335627,11,9704.461014
12.370947,12,9704.795946
12.152107,12,9705.153096
13.001558,7,9705.402662
13.001088,12,9705.775965
12.338777,9,9706.083897
12.203638,11,9706.357276
12.233499,7,9706.632335
12.342907,6,9706.901053
11.746591,16,9707.31334
12.082289,11,9707.601106
11.703505,11,9707.877848
12.377272,14,9708.460956
12.223556,12,9708.732581
12.142126,10,9709.07809
12.042957,11,9709.406641
11.908114,12,9709.719177
12.123139,11,9710.008213
12.186201,11,9710.298296
12.212989,16,9710.911109
12.421104,9,9711.172693
12.123609,16,9711.788615
24.801541,6,9711.999956
12.08825,15,9712.38927
12.32737,16,9712.802174
12.147177,5,9713.005049
12.280748,13,9713.368883
11.860632,11,9713.658241
11.8631,14,9714.202466
12.570576,17,9714.599199
11.950551,12,9714.933941
12.306495,13,9715.353067
11.816916,18,9715.816014
12.100487,13,9716.134606
12.172956,7,9716.384405
12.412056,17,9716.82163
12.242028,12,9717.136484
11.952248,12,9717.630871
11.968185,12,9717.966645
12.191587,13,9718.305023
12.218752,14,9718.668978
12.076609,14,9719.031767
11.972168,11,9719.320738
11.949667,10,9719.76623
11.886094,14,9720.137826
12.026625,15,9720.53016
12.282978,20,9721.037657
11.847858,10,9721.302798
12.072472,14,9721.707327
11.849684,11,9722.016473
11.854058,14,9722.381952
-12.431452,13,9722.742371
12.318788,12,9723.073991
12.287849,11,9723.36995
12.360585,15,9723.757187
12.367866,17,9724.19437
11.965127,15,9724.601403
12.519625,14,9724.980104
12.149759,11,9725.276539
12.02681,15,9725.680339
12.302833,12,9725.998122
11.808504,14,9726.339128
11.515724,25,9726.970015
11.9857,12,9727.284884
12.244947,13,9727.628693
11.98374,16,9728.039883
12.196307,13,9728.378939
11.84204,22,9728.939007
11.904269,15,9729.333041
11.819787,23,9729.916477
12.280529,19,9730.420064
11.904238,16,9730.814291
12.231601,14,9731.26009
11.934189,14,9731.624433
11.929145,15,9732.013293
11.988883,11,9732.303807
11.842526,19,9732.828837
11.989321,12,9733.141934
12.49987,14,9733.505435
12.237568,11,9733.798895
11.960772,17,9734.236813
11.725377,11,9734.528529
12.516837,9,9734.828695
12.504747,9,9735.129372
-12.732463,19,9735.616297
11.756979,16,9736.035773
12.414439,10,9736.301565
11.99188,17,9736.739784
11.885246,12,9737.039179
12.557385,15,9737.432173
12.179374,10,9737.779392
12.207102,11,9738.07434
12.712151,16,9738.491996
12.351938,12,9738.825447
11.903297,17,9739.423299
11.857324,13,9739.72555
12.07435,8,9740.068463
12.357667,13,9740.416457
12.129211,11,9740.90555
12.077344,17,9741.302006
12.861883,14,9741.687036
11.963116,10,9741.952913
11.981288,18,9742.415416
12.413093,16,9742.828177
12.245387,13,9743.225831
11.809564,16,9743.638207
12.062941,11,9743.929217
11.855682,11,9744.218018
11.956262,14,9744.579564
12.002535,10,9744.850951
12.218257,9,9745.100083
11.998349,15,9745.48753
12.308801,18,9745.94923
12.202061,13,9746.290005
12.128382,8,9746.548867
12.157659,16,9746.983551
12.264328,12,9747.340447
12.152603,11,9747.691079
12.60496,13,9748.087197
12.586303,14,9748.451314
12.074713,11,9748.739526
12.078008,23,9749.301549
11.818318,15,9749.670377
12.112579,12,9750.064946
11.613767,13,9750.408709
12.170697,13,9750.790515
11.862309,12,9751.090265
11.54554,22,9751.628004
12.172751,10,9751.95277
12.923826,17,9752.390677
12.281249,13,9752.787046
11.939396,11,9753.075932
11.635396,24,9753.74518
11.841022,12,9754.056853
12.001277,17,9754.47187
11.935766,11,9754.769617
11.848357,13,9755.113604
12.147869,11,9755.412716
12.944074,15,9755.822039
12.422779,11,9756.154328
11.879819,10,9756.420583
12.230287,11,9756.812196
11.908555,11,9757.101168
11.914557,10,9757.367583
12.006082,14,9757.731006
12.266926,10,9758.17849
12.005045,13,9758.436581
11.361733,31,9759.216519
12.125933,20,9759.745439
12.165669,14,9760.107058
12.020138,19,9760.77479
12.201367,11,9761.024431
-12.814623,32,9761.839055
11.961343,17,9762.273418
12.237853,11,9762.786964
12.413171,15,9763.192705
11.988035,17,9763.63854
12.152191,13,9763.997392
12.143873,12,9764.341356
12.124288,12,9764.695228
12.075763,10,9765.026107
12.317506,13,9765.445326
11.864905,15,9765.83624
12.35356,16,9766.289135
12.466239,14,9766.652476
11.855301,14,9766.992671
12.5024,15,9767.357867
12.571594,7,9767.631912
11.849097,18,9768.174386
12.201752,11,9768.642894
11.953585,15,9768.990076
12.145126,10,9769.280663
11.616668,19,9769.762965
11.869571,12,9770.117852
12.060157,15,9770.505081
12.024812,16,9770.915016
13.123252,10,9771.259863
11.990213,11,9771.568476
11.859413,13,9771.908493
-12.189987,13,9772.305626
11.891451,13,9772.822569
12.159698,14,9773.144927
12.366515,16,9773.535128
-12.195369,13,9773.931699
12.288756,15,9774.32949
11.971641,11,9774.629762
12.035012,11,9774.920173
12.234326,11,9775.207832
11.837163,15,9775.756364
11.911983,15,9776.130229
12.100856,17,9776.643498
11.648233,20,9777.151192
12.344318,11,9777.439026
12.038618,11,9777.728745
12.08109,12,9778.020568
12.152646,13,9778.336973
11.914347,12,9778.649562
12.375727,15,9779.03761
12.115456,12,9779.357667
12.363812,17,9779.794174
11.897774,18,9780.255189
12.069679,12,9780.587165
11.871055,13,9780.925769
12.455012,12,9781.238277
12.039113,15,9781.784598
12.158369,10,9782.009505
12.009022,15,9782.474439
12.051889,12,9782.787205
12.253292,11,9783.075119
11.960595,11,9783.52603
12.577653,13,9783.863216
12.186622,17,9784.297927
12.213561,12,9784.60993
11.921761,17,9785.062192
12.637832,17,9785.505563
12.407153,19,9786.000666
11.783601,16,9786.417444
11.834632,11,9786.727531
12.414782,13,9787.067218
11.706304,13,9787.407552
11.959536,14,9787.816092
11.96791,17,9788.256796
11.896108,16,9788.710044
12.536672,11,9789.079035
12.384698,8,9789.353142
12.551709,8,9789.626616
12.348939,6,9789.893298
12.867198,9,9790.162684
12.548813,10,9790.426616
12.492314,11,9790.715628
12.079686,13,9791.052806
12.054075,14,9791.413022
12.074074,10,9791.679123
12.035967,17,9792.116287
12.449463,13,9792.453237
12.424363,12,9793.004123
12.399555,17,9793.579898
11.987806,12,9793.853323
12.060253,13,9794.192833
12.228801,15,9794.770248
11.954742,13,9795.067181
11.942829,15,9795.474406
11.923955,8,9795.691078
11.832336,24,9796.257494
12.036734,12,9796.569636
12.052842,12,9796.885469
12.178712,8,9797.167838
11.991717,13,9797.503589
12.261452,13,9797.89949
11.933465,10,9798.142974
12.21267,12,9798.456616
11.933571,13,9798.795503
12.014762,11,9799.085497
12.074893,20,9799.815928
12.318602,15,9800.161445
12.099022,15,9800.56759
12.131504,10,9800.831925
12.618621,9,9801.153575
11.866375,12,9801.469132
12.483056,12,9801.784439
12.354582,15,9802.171901
12.480193,30,9802.927657
12.584445,14,9803.331307
11.984611,10,9803.678187
12.653175,16,9804.132187
12.062268,12,9804.445837
12.983258,13,9804.767158
12.213302,16,9805.181912
11.836534,11,9805.571494
11.959825,13,9806.099642
11.917918,15,9806.447399
12.321189,7,9806.698425
11.776493,13,9807.0341
12.516301,14,9807.397552
12.215242,9,9807.677003
12.3077,9,9807.957368
11.818755,19,9808.622876
11.965555,12,9808.898114
11.8623,14,9809.288147
12.097197,14,9809.649857
12.15438,9,9809.908722
12.271028,11,9810.258294
11.916643,16,9810.690973
12.571459,15,9811.078582
12.045169,18,9811.538513
12.485237,10,9812.048166
12.017044,12,9812.322229
12.595631,14,9812.688207
12.85803,12,9813.001019
12.304223,12,9813.313363
11.730649,18,9813.773637
12.524047,13,9814.110964
11.838487,13,9814.469253
12.233453,11,9814.743464
11.994885,14,9815.111243
11.370835,23,9815.691787
11.976442,14,9816.033746
11.799176,15,9816.420021
12.13694,10,9816.728449
11.846113,12,9817.100985
11.846142,13,9817.439069
11.994731,17,9817.874558
12.305363,11,9818.164749
12.095567,6,9818.573716
-12.103599,4,9818.731229
11.754084,12,9819.044477
11.956722,11,9819.334515
11.862312,14,9819.696274
12.092495,16,9820.110146
12.285674,11,9820.47925
12.330937,13,9820.818167
12.526309,17,9821.455058
11.935545,9,9821.654907
12.171124,10,9821.919442
11.886524,15,9822.306554
12.543048,16,9822.716995
11.99188,10,9823.004222
11.955062,19,9823.491919
12.194574,8,9823.72871
11.97445,10,9823.999216
12.023743,12,9824.298326
12.491726,13,9824.616804
12.161237,14,9825.000337
12.340302,16,9825.414652
-12.222756,7,9825.605184
11.833417,17,9826.042833
11.940658,12,9826.359043
12.122036,13,9826.699404
12.249042,13,9827.059438
12.103719,14,9827.426468
11.822257,17,9827.850243
11.979073,13,9828.18747
11.923077,16,9828.603743
12.103811,4,9828.80151
12.279366,16,9829.216987
11.793798,15,9829.623759
12.3059,15,9830.010229
11.911699,13,9830.427621
12.222995,15,9830.855898
11.83589,10,9831.121232
11.921174,17,9831.561033
11.856577,11,9831.850185
12.653319,12,9832.364472
25.441698,13,9832.682315
12.40228,12,9832.975811
11.997259,14,9833.339135
12.112279,14,9833.702177
12.11307,11,9833.99106
12.047749,14,9834.37683
12.1938,10,9834.743959
12.395534,15,9835.142925
12.137695,15,9835.715086
12.27645,10,9835.941549
12.200326,13,9836.28232
12.594537,13,9836.607814
11.963223,12,9836.901825
12.838832,13,9837.219496
12.215741,14,9837.581205
11.767357,10,9837.844372
12.395157,13,9838.18418
12.058888,12,9838.49585
12.549268,12,9838.851213
12.283925,13,9839.189368
-12.716259,19,9839.673112
11.84518,16,9840.083974
12.608013,9,9840.40412
11.994732,11,9840.673466
11.735628,14,9841.036062
12.1241,12,9841.389109
11.943778,12,9841.701764
12.302333,16,9842.113712
11.835585,22,9842.773287
12.086165,14,9843.134822
12.35751,7,9843.385306
12.06631,9,9843.683898
12.088862,14,9844.045516
12.084002,12,9844.360543
11.894424,13,9844.680719
11.934372,10,9844.955841
12.134184,15,9845.344935
11.988056,16,9845.738665
-12.384884,13,9846.07745
12.10348,8,9846.354509
12.104451,12,9846.668763
12.263678,15,9847.137751
11.977319,11,9847.427224
12.242855,6,9847.695786
12.286107,9,9847.999279
12.410976,11,9848.297106
12.581415,13,9848.636588
12.215933,12,9848.98859
11.998532,12,9849.301538
12.085889,14,9849.725049
12.076827,12,9850.039556
12.738886,12,9850.355189
11.837141,10,9850.622349
12.062235,10,9851.046779
11.91902,18,9851.487284
12.077168,11,9851.778364
12.239534,14,9852.146784
12.866543,9,9852.445296
12.016838,10,9852.709287
12.340302,9,9852.988197
12.124968,13,9853.326419
12.103452,14,9853.814054
12.290209,12,9854.127944
12.233134,11,9854.598096
-12.299066,7,9854.750675
11.684514,12,9855.070089
12.287521,13,9855.432315
11.782338,18,9855.915779
11.915222,10,9856.189498
12.412361,12,9856.513724
11.901862,15,9856.931954
12.040706,17,9857.346463
11.747288,18,9857.965977
11.922647,11,9858.228853
12.245092,10,9858.510325
12.203587,11,9858.801593
11.779859,20,9859.315081
12.055179,16,9859.78701
11.929016,13,9860.124005
12.637753,14,9860.506794
11.835855,14,9860.879045
11.949111,9,9861.127354
12.087669,11,9861.497152
12.108997,9,9861.796097
12.014137,11,9862.065789
12.04765,11,9862.358034
12.053364,11,9862.646928
12.35902,8,9862.903018
12.23639,15,9863.291587
12.126218,9,9863.571006
12.528367,11,9863.859867
12.862997,8,9864.316156
11.701242,15,9864.662266
12.048673,11,9865.150584
11.808995,12,9865.403037
12.356766,9,9865.701628
11.893617,9,9865.944063
12.033893,11,9866.253356
12.009489,11,9866.601402
12.155921,12,9866.915276
12.218073,6,9867.183421
12.801,14,9867.544866
12.363495,13,9867.863367
12.200692,11,9868.152426
11.781167,18,9868.613973
12.134171,13,9868.952279
12.064068,10,9869.217529
12.531912,14,9869.582459
11.99298,9,9869.842531
12.221409,12,9870.162597
12.183453,13,9870.501961
11.65373,23,9871.262236
11.908588,13,9871.567677
11.953978,15,9871.961041
11.694663,12,9872.45988
11.721606,13,9872.940629
-12.469301,16,9873.311897
12.122836,9,9873.572694
11.975681,11,9873.859825
12.303841,13,9874.219894
12.014629,13,9874.55634
12.117887,8,9874.778265
12.199125,9,9875.021285
12.431314,13,9875.460922
12.213994,6,9875.726307
11.671149,20,9876.213876
12.043824,18,9876.853904
11.961901,10,9877.077654
12.009472,14,9877.442334
12.847814,15,9877.849177
12.015015,12,9878.166699
11.763137,11,9878.456807
-12.320987,14,9878.940885
12.440477,15,9879.389802
11.826096,12,9879.703699
11.652112,17,9880.119191
11.867073,13,9880.458245
12.169559,13,9880.849785
11.700579,13,9881.200827
11.940028,12,9881.515398
11.975915,10,9881.778371
12.233978,14,9882.148175
12.141678,11,9882.62972
11.436179,21,9883.107995
11.98897,20,9883.619687
-12.408652,20,9884.141273
11.912086,17,9884.580368
12.29171,12,9884.919428
12.186549,10,9885.183321
12.598531,15,9885.569125
11.984875,13,9885.909627
12.250357,11,9886.260027
12.137267,16,9886.671886
12.361416,6,9886.939307
12.204794,15,9887.316192
12.128026,11,9887.604785
11.938147,10,9887.888931
11.890923,14,9888.254518
11.990991,12,9888.570329
12.009699,9,9888.818958
12.356615,15,9889.208606
12.13341,11,9889.557143
12.559834,13,9889.894879
11.717443,12,9890.207936
12.063313,11,9890.494637
11.640251,14,9890.857045
12.103702,11,9891.144656
12.226117,11,9891.436047
12.118131,14,9891.804658
12.128341,11,9892.071195
12.165238,11,9892.461282
12.155602,14,9892.825924
12.288049,13,9893.170767
11.887051,10,9893.45065
12.12635,10,9893.74287
12.065499,12,9894.104087
11.965646,21,9894.661275
11.986506,12,9894.976304
12.215503,16,9895.370219
12.164958,11,9895.675548
12.435089,15,9896.061785
11.930802,17,9896.518086
11.790615,13,9896.855726
11.654124,17,9897.291827
12.498638,9,9897.570796
12.115957,16,9898.243126
12.000849,15,9898.589949
11.883197,13,9898.908264
11.844798,14,9899.268454
11.721371,16,9899.679334
12.037893,16,9900.130925
12.161642,11,9900.603063
12.084503,14,9900.92806
12.068423,14,9901.291582
-11.842399,6,9901.697334
11.632438,22,9902.399751
12.166586,26,9903.096235
11.780169,14,9903.459993
12.730756,13,9903.878126
12.106614,9,9904.117728
12.045255,11,9904.42647
12.462551,8,9904.725108
11.978275,13,9905.073096
12.212351,25,9905.723682
12.146417,15,9906.111579
11.858609,13,9906.451229
12.532958,12,9906.950067
12.164836,11,9907.220521
12.36036,16,9907.644771
11.909041,12,9908.009511
12.17054,9,9908.288985
12.357785,12,9908.664218
11.74038,15,9909.03176
11.676632,18,9909.494883
11.936534,16,9909.908307
12.235487,17,9910.51272
11.960328,11,9910.763861
12.01302,11,9911.054122
11.787211,22,9911.651698
11.732299,19,9912.140292
11.736134,14,9912.503313
12.172529,11,9912.850841
11.857607,10,9913.115381
12.401963,12,9913.452505
12.351652,17,9913.868823
12.051825,13,9914.205279
12.191488,12,9914.519176
11.700775,15,9914.908937
12.19835,14,9915.27012
11.618063,16,9915.688945
12.225083,19,9916.189146
12.296572,13,9916.529678
12.601974,11,9916.858857
12.140418,11,9917.148318
12.028543,9,9917.428444
12.221327,10,9917.698797
12.206899,9,9917.957171
11.996692,11,9918.229107
11.835703,9,9918.47115
11.954957,14,9918.873101
11.954947,12,9919.186038
12.560057,10,9919.450385
12.031378,11,9919.739859
-12.31844,11,9920.028262
12.386396,9,9920.347707
12.121865,11,9920.640193
12.082148,14,9920.983542
12.809204,8,9921.522357
12.120995,12,9921.837608
11.825679,12,9922.15524
12.408246,12,9922.470635
12.392633,6,9922.798051
12.176053,10,9923.06513
12.167721,17,9923.586609
12.373509,9,9923.865203
12.110893,8,9924.161674
12.157551,12,9924.479509
12.056688,18,9924.945203
12.149594,13,9925.331486
12.155919,13,9925.670252
12.328438,16,9926.167806
11.905992,15,9926.560684
11.742319,12,9926.896561
11.872015,17,9927.336175
-12.365365,7,9927.527563
12.276345,10,9927.833201
12.198299,10,9928.099009
12.497647,13,9928.460042
11.691563,13,9928.800966
12.012134,12,9929.115207
12.781981,14,9929.576968
11.935222,16,9929.990017
12.1384,9,9930.271026
11.90115,11,9930.660631
11.912025,13,9930.957347
11.92117,13,9931.29372
11.681156,20,9931.802026
12.01277,15,9932.189578
11.828619,15,9932.581525
12.020304,11,9932.873576
12.251907,13,9933.230927
12.207985,8,9933.485731
11.939127,12,9933.809988
12.044387,11,9934.105001
12.025631,12,9934.437119
12.03808,16,9934.857954
12.014968,12,9935.172455
12.200359,10,9935.637512
11.852844,15,9935.985712
12.095997,11,9936.276615
12.042659,11,9936.545839
12.001027,16,9937.003639
11.95582,10,9937.271053
11.49596,29,9938.021272
12.276342,13,9938.363494
12.039041,11,9938.653832
12.185928,11,9938.944156
12.098838,17,9939.400214
11.697829,20,9939.930802
11.788656,11,9940.221648
12.155647,11,9940.510952
-12.733398,19,9940.995799
11.976559,11,9941.285939
12.032692,10,9941.552299
11.694598,14,9941.976891
11.99981,10,9942.341713
12.212667,14,9942.705747
12.176949,14,9943.251959
12.372502,13,9943.753143
11.987888,10,9943.976834
12.257898,13,9944.319158
11.898541,18,9944.962287
12.091112,11,9945.254848
12.03657,15,9945.660173
12.234168,16,9946.315639
12.219509,21,9946.807133
13.002178,14,9947.350882
12.365409,11,9947.622206
11.966407,10,9947.926693
11.91591,18,9948.366585
12.207448,16,9948.80037
12.027835,17,9949.239822
11.725358,15,9949.610372
12.603301,10,9949.880172
12.544131,15,9950.272984
12.023488,14,9950.656049
12.1782,13,9951.015157
12.214969,11,9951.345203
11.641741,14,9951.715775
12.102622,10,9952.042813
11.89548,10,9952.307632
11.713066,13,9952.644085
12.08725,12,9952.957556
12.048175,12,9953.271682
12.059638,14,9953.816096
11.675189,15,9954.3542
12.403099,14,9954.680171
11.894668,12,9954.995903
11.618174,17,9955.459506
12.155158,10,9955.729604
12.007505,18,9956.199484
11.897093,11,9956.67079
12.124119,11,9956.921943
11.889801,9,9957.19342
11.996005,11,9957.489706
11.820524,9,9957.729607
12.98333,14,9958.112194
12.237613,12,9958.429835
12.055955,14,9958.79474
12.095863,15,9959.181518
11.954008,12,9959.494445
12.312086,15,9959.902346
12.221762,13,9960.220683
11.729571,15,9960.587382
12.120279,13,9960.926175
11.855158,13,9961.226808
12.19798,8,9961.541232
12.087596,10,9961.806509
12.093981,15,9962.192153
12.267113,13,9962.5113
12.484499,17,9962.967854
12.008735,9,9963.207904
12.356403,14,9963.569901
11.582904,13,9963.886955
11.982267,11,9964.176965
11.765245,14,9964.538095
11.780004,18,9964.967946
11.840732,14,9965.329135
11.916284,14,9965.691604
11.957496,12,9966.005695
12.011698,11,9966.294428
11.882633,14,9966.655401
12.20157,10,9966.939727
12.019256,12,9967.255216
12.265313,20,9967.786894
12.593151,11,9968.075657
11.935482,11,9968.366641
11.956847,13,9968.707081
12.435551,14,9969.068582
12.02634,17,9969.506674
12.046694,9,9969.746609
12.32256,9,9970.04734
12.157576,12,9970.363668
12.942262,12,9970.668291
11.818623,18,9971.135044
-12.486117,17,9971.612711
11.989487,11,9971.902061
12.381287,19,9972.390382
11.947489,26,9973.033932
11.947895,11,9973.326335
12.005432,11,9973.596626
12.068273,15,9974.027811
-12.327979,10,9974.373776
11.72398,13,9974.896939
11.793068,12,9975.176444
11.868339,15,9975.543958
11.842227,36,9976.512871
12.044174,13,9977.040749
11.728076,18,9977.470487
11.827192,18,9977.910688
12.289081,16,9978.336778
12.169053,13,9978.68098
12.183433,19,9979.167872
11.917757,12,9979.501415
12.607432,14,9980.044263
12.351447,12,9980.379774
12.121508,12,9980.696286
12.644239,14,9981.242299
12.04703,9,9981.444316
11.843617,11,9981.735229
11.98714,10,9982.001648
12.401545,15,9982.370358
12.012946,11,9982.665133
12.282571,11,9983.032562
12.24633,10,9983.377274
-12.214941,9,9983.879032
12.280478,11,9984.310917
11.721112,13,9984.608482
12.358918,9,9984.90715
11.886749,12,9985.22058
11.998817,11,9985.509472
12.023589,16,9985.961041
11.937353,12,9986.458927
12.038414,10,9986.68343
12.088843,17,9987.161731
12.063367,15,9987.548772
12.362448,16,9987.981666
12.194819,14,9988.52948
12.106139,12,9988.803055
11.932765,15,9989.24941
11.970889,13,9989.60648
11.929275,13,9989.947218
11.85576,12,9990.455975
11.984185,16,9990.831073
12.135751,15,9991.200689
12.448455,21,9991.736305
12.41664,8,9991.991575
11.980346,12,9992.292135
11.894912,18,9992.756318
11.608337,13,9993.093013
12.430531,13,9993.515733
12.043739,10,9993.783255
12.814494,8,9994.279621
11.896165,12,9994.553821
12.30636,11,9994.849802
12.44292,11,9995.171062
11.932618,11,9995.442799
13.072873,13,9995.780951
12.289069,10,9996.225826
12.020844,7,9996.616197
12.004642,13,9996.914606
12.045516,18,9997.378517
12.671581,12,9997.690941
12.095282,13,9998.033799
12.018852,12,9998.353997
12.160846,14,9998.740291
12.345653,9,9998.978644
12.052788,13,9999.358243
11.89032,11,9999.64827
12.395654,9,9999.929051
-12.105236,13,10000.326909
11.85648,26,10001.063115
12.36793,16,10001.476523
11.839696,14,10001.817442
12.294202,10,10002.102053
11.774445,15,10002.486235
12.225221,12,10002.801093
12.375637,18,10003.262576
11.868308,12,10003.573622
12.273697,18,10004.233181
11.854047,13,10004.533484
11.88066,12,10004.82587
11.920861,16,10005.237389
11.813965,14,10005.600013
12.49043,15,10006.007664
11.837477,20,10006.516189
12.146623,11,10006.825817
-12.496837,22,10007.384722
12.353754,13,10007.799391
12.2488,12,10008.133661
12.011574,16,10008.585038
12.06644,18,10009.231604
12.093317,13,10009.529877
12.151966,10,10009.795349
11.686901,30,10010.553271
12.035016,11,10010.860313
12.295254,8,10011.116032
12.611767,13,10011.454898
12.072515,12,10011.770842
12.701978,10,10012.299148
12.199097,16,10012.671016
12.369587,15,10013.037431
12.33267,12,10013.353635
11.927245,20,10013.865851
11.828044,12,10014.18053
11.906264,10,10014.447694
12.173221,9,10014.747897
11.43013,24,10015.359698
11.924825,12,10015.700392
12.440711,10,10015.964319
12.164628,9,10016.198228
12.417594,16,10016.629813
11.795816,18,10017.090113
11.934178,13,10017.432004
12.357134,6,10017.701282
12.123896,13,10018.040884
11.993742,11,10018.391414
11.949334,12,10018.766013
12.456405,14,10019.127011
12.323103,5,10019.389489
11.939809,12,10019.703076
12.164697,13,10020.102411
11.853837,14,10020.627257
11.819697,16,10021.00425
11.980123,13,10021.38116
12.076317,11,10021.670975
12.291931,11,10022.060881
12.131896,13,10022.420075
11.960913,10,10022.685178
12.119757,13,10023.025501
12.291512,13,10023.363353
11.920008,12,10023.677505
12.030561,10,10023.940802
12.058836,12,10024.25448
11.891655,14,10024.640421
11.725162,18,10025.292217
12.102448,10,10025.51759
12.157407,14,10025.899252
12.462938,15,10026.30472
11.767967,15,10026.712384
11.736871,14,10027.079007
11.950725,12,10027.394669
12.05365,13,10027.735157
12.275805,8,10028.009988
12.579912,12,10028.3652
12.505835,21,10028.900986
11.655835,16,10029.313845
12.19665,15,10029.683019
12.256394,13,10030.086027
11.702148,17,10030.523639
11.920433,12,10030.880897
12.014039,11,10031.171633
12.29743,5,10031.43363
11.868253,15,10032.001273
12.414944,18,10032.445796
12.129152,18,10032.904968
11.987765,10,10033.170595
12.092678,13,10033.488695
12.116311,19,10033.999743
11.959666,13,10034.338068
11.797513,10,10034.603755
12.391951,20,10035.171379
12.211737,8,10035.486019
12.084398,16,10035.898642
11.662949,13,10036.237748
12.028317,12,10036.549685
11.666298,31,10037.348178
12.192195,10,10037.652858
11.466592,23,10038.235097
11.951282,13,10038.571606
11.674137,16,10038.982057
11.960833,15,10039.370676
12.664379,19,10039.855336
12.483104,14,10040.238124
11.916948,10,10040.501878
11.85414,15,10040.890556
12.240113,17,10041.369448
11.928602,11,10041.662889
11.987782,13,10042.089209
12.023916,8,10042.305367
12.10568,10,10042.570644
11.914717,13,10042.908955
12.21119,12,10043.28314
12.074015,12,10043.595386
12.068392,12,10043.914733
12.024245,13,10044.254046
12.192977,11,10044.545728
11.871651,14,10044.911502
12.007749,13,10045.250986
12.225368,12,10045.581583
11.819959,11,10045.872545
12.221277,12,10046.229081
12.757371,13,10046.612643
11.890723,12,10046.926164
12.016186,18,10047.367632
12.646469,16,10047.779241
11.982196,16,10048.191427
12.392716,13,10048.531571
12.386398,12,10048.84561
11.802895,25,10049.456877
12.052382,10,10049.725221
11.761007,20,10050.240311
11.760513,11,10050.717055
24.344667,15,10051.067794
11.988905,11,10051.35968
12.066849,13,10051.697249
12.132861,14,10052.061855
12.507064,12,10052.558119
11.776778,18,10053.158544
11.999619,13,10053.655732
12.162978,10,10053.910429
12.267047,11,10054.279518
12.290924,13,10054.621593
12.414256,16,10055.064311
11.86119,11,10055.359343
12.050256,14,10055.789966
12.383721,10,10056.083049
12.039719,13,10056.423276
11.812257,12,10056.740173
12.307539,11,10057.010214
11.642069,14,10057.37226
12.533167,14,10057.816482
12.217846,13,10058.156976
11.938891,16,10058.571457
12.391827,15,10059.023477
12.00255,21,10059.56194
12.250232,13,10059.905104
12.207701,15,10060.30041
11.968564,11,10060.592209
11.739377,14,10060.963087
12.19759,15,10061.333474
12.042612,11,10061.621835
11.771596,16,10062.034249
12.052519,19,10062.507045
12.099826,12,10062.828808
11.917256,11,10063.12028
12.025261,11,10063.594121
12.549399,14,10063.920659
12.123011,19,10064.387129
12.018557,15,10064.776698
12.239143,13,10065.214915
12.163697,9,10065.537943
12.22822,10,10065.830812
12.117893,10,10066.09827
12.060441,16,10066.513259
12.064579,14,10067.05684
24.537806,9,10067.299532
11.819316,12,10067.621713
11.856748,16,10068.038629
12.113385,19,10068.526998
11.766939,13,10068.864846
12.199045,9,10069.369647
12.045044,13,10069.673426
12.018237,12,10070.009151
12.151494,12,10070.328606
11.996726,9,10070.607332
12.373089,15,10070.995358
11.746195,19,10071.487155
12.052947,11,10071.96306
12.915199,13,10072.282351
12.052362,12,10072.677699
11.978498,16,10073.089721
11.836397,16,10073.545346
12.321386,13,10073.883855
12.062694,10,10074.368784
11.833202,17,10074.744354
11.766244,13,10075.085352
11.911889,9,10075.32937
12.417216,17,10075.946278
12.249849,13,10076.243028
12.065203,12,10076.575922
12.096095,11,10076.846945
12.010163,12,10077.162866
11.99428,12,10077.477529
12.353552,11,10077.766559
12.000896,17,10078.225763
11.849474,18,10078.685615
12.179265,10,10079.009153
12.366202,14,10079.373407
11.990161,16,10079.789912
11.970936,10,10080.06095
12.997162,14,10080.44947
11.867213,14,10080.812294
12.041934,12,10081.125595
12.234929,10,10081.389116
12.602321,12,10081.704396
11.962081,16,10082.135568
12.268572,5,10082.339494
12.405305,13,10082.857965
12.082004,11,10083.306474
11.702198,14,10083.608128
12.244408,19,10084.273266
