#{"t_start": 1760834127.2032743, "env_id": "None"}
r,l,t
-6.717035,635,230.039032
14.012321,16,230.331854
-12.90296,345,236.189199
13.587081,64,237.297123
10.087374,180,239.597257
-14.735807,66,240.772683
-12.73007,111,242.787821
-9.247165,94,244.635977
-11.335923,311,250.35355
-8.82209,149,253.111719
17.569866,305,258.546109
-12.482735,21,258.919212
-7.34051,231,262.434035
13.444512,15,262.702017
-8.891289,130,264.711338
-12.353911,27,265.218246
-13.84108,589,275.224043
15.455167,84,277.041703
-11.372596,37,277.708709
15.552125,28,278.23646
12.364703,79,279.526592
-13.214171,386,286.025988
-12.02333,47,286.878844
-11.157448,27,287.481218
14.405679,30,287.95897
-12.300117,52,288.870626
13.923391,74,290.192713
-10.048907,183,293.351701
12.870474,17,293.66884
14.19641,14,293.901771
-7.486144,617,304.482105
18.621851,295,309.269866
16.663507,38,309.758958
20.011157,335,315.468694
-10.7764,186,318.424331
-8.344118,387,324.584626
-12.782098,13,324.824439
-6.062062,286,329.838526
-14.954947,42,330.613005
15.459497,71,331.857883
-8.544197,644,342.862137
-4.919438,336,348.726253
-5.946536,79,349.870258
-6.256543,373,356.445674
-10.854937,262,360.816572
16.387068,30,361.350004
19.570043,708,373.156936
13.511905,80,374.651012
-10.462459,82,376.104417
16.247132,78,377.515383
-9.132888,73,378.812289
17.840056,341,384.655622
-10.556666,22,384.994342
15.978226,32,385.546806
-12.112316,13,385.833727
16.952655,102,387.281758
-6.487074,514,396.548121
-9.902999,305,401.576363
-10.825509,89,402.956948
-6.55224,111,404.652309
-9.349099,196,407.768016
18.282283,813,421.802489
-7.826405,147,423.94386
-8.570462,114,426.016939
17.15226,135,428.467461
12.935918,655,439.483711
18.725168,349,445.785678
14.083773,80,447.199724
-12.634661,77,448.445617
13.293649,73,449.697423
14.787491,44,450.429953
-13.424797,218,453.978642
-13.407877,392,459.841026
15.732924,108,461.647772
-8.952787,630,471.653241
-8.242859,282,476.243931
-12.012133,581,485.944191
14.841123,60,487.102406
15.641523,56,487.834247
19.45914,299,492.069889
-0.520516,661,502.090076
15.209964,64,503.251546
13.05548,9,503.431446
-5.720817,213,506.722667
14.167174,31,507.106117
28.950841,1296,528.283076
18.704136,205,532.09058
-8.629624,279,536.34662
-5.809002,250,540.892354
-9.325092,50,541.809818
-9.886994,82,543.412425
14.916542,85,545.083902
38.680152,1416,568.274112
13.909552,28,568.928436
16.899371,257,572.757968
-2.359958,354,578.011972
14.759839,61,578.940399
-0.078192,659,590.093176
18.565504,84,591.741638
13.703561,14,592.005988
-4.496627,421,598.797992
13.765972,17,599.059342
19.906121,331,604.485416
-8.692692,106,606.164897
19.123484,329,610.987411
20.912678,466,618.665198
-10.086808,49,619.338557
-10.261606,15,619.540833
27.320378,568,629.024452
23.228561,786,641.407173
18.378261,139,643.026716
13.942548,12,643.281657
13.96674,71,644.312878
-5.868181,604,654.339473
13.628809,17,654.605254
16.554,64,655.601819
13.571965,71,656.936487
13.873141,17,657.252187
13.624111,13,657.514374
19.321012,138,659.85554
15.384168,64,661.017158
17.606886,68,662.229637
17.654161,145,664.205305
17.235296,178,666.38671
14.626579,15,666.634308
14.502736,65,667.376164
16.368571,60,668.442094
-10.813562,21,668.779688
24.412168,739,680.963522
14.29391,17,681.287916
-5.741233,215,684.487963
16.304376,50,685.00389
14.009327,90,686.515765
-10.991893,15,686.765259
17.507643,78,687.796626
13.545185,49,688.531301
19.190329,66,689.237254
14.701078,130,691.199437
14.775821,77,692.173716
14.508282,45,693.162986
14.408686,74,694.472187
13.76044,21,694.93054
16.156394,66,696.264395
14.999783,28,696.547311
15.215614,29,696.932698
14.854666,31,697.571071
14.541502,14,697.833421
15.964284,142,700.265771
15.177468,143,702.487109
17.931876,274,707.66122
15.692,40,708.369766
14.344115,34,709.085404
18.315158,52,709.79618
22.288771,183,712.415479
14.386681,52,713.488759
14.433054,14,713.731746
13.97798,21,713.998449
13.251624,39,714.635059
24.977135,252,718.618033
14.218966,32,718.915572
16.034373,133,721.139128
20.45375,93,722.764656
13.486636,17,723.164968
16.046569,28,723.585752
19.754293,105,725.322541
20.091607,110,726.916695
14.392443,30,727.327375
15.226327,32,727.662274
18.170179,156,730.452306
17.093826,180,733.470301
15.426566,96,735.092683
16.576792,74,736.434477
14.865019,31,736.783902
-7.982246,105,738.633397
24.206671,397,744.992139
17.715425,38,745.277278
16.816613,64,746.417242
17.769431,72,747.643843
-10.501101,586,756.641697
15.480566,29,757.008436
-2.735762,93,758.082715
-10.626662,29,758.636404
12.497447,35,759.035671
16.107121,18,759.294003
-12.263126,37,759.947139
13.42579,24,760.373494
28.61183,244,764.544303
21.027784,189,768.018106
13.853645,11,768.208977
19.211658,91,769.665058
21.585606,337,775.208624
-7.793544,45,776.058627
13.726409,41,776.812252
14.662692,29,777.365161
-10.016427,25,777.574435
14.386888,25,777.988023
14.115532,36,778.460787
18.048706,44,779.202919
13.450939,14,779.507435
15.395919,92,781.159372
25.580244,258,785.612573
16.429211,49,786.367184
-10.498466,26,786.70177
3.12605,698,796.721426
-6.268982,79,798.03401
-10.931507,251,802.07998
14.719696,23,802.459358
-8.663646,43,803.205995
13.217012,15,803.430852
15.247907,35,804.107494
15.262126,28,804.452985
16.439853,331,809.668773
14.33041,151,811.990062
14.084738,25,812.460627
17.879953,130,814.949653
19.5363,185,818.118187
15.354355,18,818.358656
14.804499,20,818.696967
20.518243,181,821.284504
14.406254,33,821.999934
17.662807,164,825.249508
13.806569,14,825.534231
15.179801,11,825.763328
13.353535,10,825.968976
14.842181,17,826.326165
14.126002,22,826.640282
15.441857,37,827.36963
12.624523,26,827.659434
18.565725,67,828.92015
15.925729,41,829.557469
15.552335,25,829.782287
18.506978,86,831.106218
16.027936,71,832.402467
14.932991,26,832.82242
16.885137,224,836.291194
-9.528756,41,837.176905
-10.536031,17,837.513459
14.612823,28,837.855177
17.812947,167,840.454875
20.850516,45,841.087775
14.055209,16,841.439346
16.582217,51,842.286242
15.112121,34,842.945023
21.020427,99,844.522661
16.491273,24,845.058858
14.925995,53,845.886396
27.458327,508,853.816827
14.478461,16,854.189306
19.301363,134,856.160932
-8.134843,59,857.409679
12.96435,16,857.662241
14.305001,23,858.046945
13.726748,16,858.296999
15.437391,35,858.870185
18.883007,105,860.513786
14.524428,23,860.874461
14.185248,24,861.160338
14.300427,22,861.437649
18.691564,71,862.268477
14.378347,21,862.580801
15.418114,41,863.264976
-11.02187,46,863.721657
-8.927757,60,864.429373
13.563833,21,864.697417
18.853741,70,865.714398
13.191507,9,865.915421
18.334169,75,866.852308
15.40369,21,867.118661
15.677098,84,868.31731
16.547427,56,869.02409
18.703853,83,870.352219
15.373258,29,870.737298
16.87887,42,871.38781
-10.650656,14,871.690063
14.707126,51,872.432443
17.13255,53,872.900915
18.742991,124,875.0018
-11.518617,10,875.145943
14.71334,24,875.549667
15.213796,44,876.245927
13.625434,13,876.48472
14.572962,24,876.908878
17.303549,37,877.458308
14.919104,47,878.301548
18.42793,49,878.873879
16.274633,31,879.389272
12.871267,51,880.316501
17.280905,47,881.205505
13.966556,25,881.578656
13.59957,26,881.910637
-10.942491,25,882.302221
16.918755,42,882.726662
14.237962,56,883.810937
-8.332361,40,884.471308
15.25792,32,885.058547
15.144748,57,885.837436
17.152576,103,887.669668
14.579166,36,888.052532
14.504928,26,888.367723
14.400327,48,888.91904
13.972743,13,889.135983
14.031546,22,889.436751
17.01064,37,889.650578
18.036256,67,890.712423
-9.631026,23,891.070934
14.508897,18,891.414233
16.645885,36,891.959428
14.84201,191,894.870646
-10.470395,17,895.09886
16.936725,88,896.600724
17.470165,56,897.487578
13.924374,19,897.9108
15.828493,42,898.533629
21.068094,86,899.824409
13.980869,20,900.15202
-9.330979,31,900.809194
17.033215,92,902.566865
16.497974,34,903.139244
14.787445,27,903.463111
14.626785,20,903.774519
13.41689,11,904.004699
-2.827346,129,906.04804
15.519481,56,906.775553
14.29898,20,907.206682
16.492282,28,907.711079
16.988374,38,908.261065
15.799334,58,909.043057
-9.655317,43,909.778919
19.447123,63,910.748085
18.095796,151,913.09868
17.23143,52,913.785876
16.513211,28,914.373829
17.514406,48,915.106701
14.112093,61,915.872066
13.209332,12,916.125241
15.348923,27,916.589671
34.742315,277,921.259778
17.840641,53,922.054147
13.96351,12,922.314972
16.991596,73,923.67297
17.939633,79,925.062254
16.923755,114,926.813779
19.135297,143,929.409012
15.423501,34,930.080153
15.793575,18,930.383421
16.088561,79,931.759876
14.504536,21,932.177993
-13.526412,22,932.53646
13.760005,15,932.782916
19.961072,146,935.24878
13.921222,26,935.722802
15.161895,29,936.092078
14.107615,13,936.271315
15.274493,44,936.677328
18.172431,63,937.638782
-8.976654,28,938.188605
15.013077,27,938.567998
15.246492,22,939.019665
14.219015,42,939.60643
13.656143,21,939.964913
15.987303,9,940.188501
15.582032,20,940.434546
14.841484,57,941.273341
13.823742,23,941.615011
15.553729,23,941.855103
14.700101,40,942.655485
17.99838,48,943.32641
16.115012,38,943.89202
15.542802,30,944.446976
17.041697,44,945.222012
18.109763,45,946.066684
13.454376,14,946.329756
14.5765,35,946.719442
13.638548,14,947.00377
17.321865,96,948.486594
13.614181,15,948.736626
14.023744,20,949.050861
17.239199,55,949.631198
13.199931,28,950.085304
14.349691,21,950.458381
15.762567,30,950.766697
19.041491,69,952.040555
13.878237,24,952.36537
13.660735,33,952.806435
16.234118,36,953.444679
19.454902,62,953.947548
12.674221,16,954.176126
13.898352,56,954.92997
13.651068,13,955.187787
16.646821,54,955.900892
13.950534,13,956.180757
17.92043,49,956.877103
14.224246,19,957.102446
16.870535,77,958.103005
15.768916,20,958.398763
16.194393,35,959.002747
14.460502,22,959.382786
12.874524,15,959.634422
18.660929,45,960.377437
15.932171,29,960.809933
15.920503,40,961.532667
13.366726,90,963.198593
14.848216,30,963.528902
19.433601,86,964.844358
16.616491,38,965.371717
20.060009,64,966.32443
13.340092,16,966.657227
15.332937,34,967.413756
14.880714,18,967.80697
14.128602,15,968.062056
17.489016,35,968.501355
15.346397,28,968.984094
14.901414,26,969.358198
14.661118,46,969.957214
17.436958,18,970.245332
-9.978686,19,970.555214
13.773685,16,970.80756
15.793334,30,971.094506
15.83004,39,971.525287
13.639351,14,971.789851
20.55091,90,972.988078
15.253963,29,973.583093
15.2029,40,974.18229
16.344976,184,976.859993
14.350343,24,977.207833
13.7467,19,977.470193
13.973265,55,978.541284
13.240243,29,979.072648
15.815931,26,979.581647
13.810588,27,979.857905
14.301648,17,980.093229
24.510434,162,982.173249
16.463658,36,982.752246
14.96745,61,983.891039
16.422337,37,984.499857
-11.075757,14,984.787672
15.809304,32,985.517366
13.810339,20,985.785727
13.688003,23,986.192729
16.133543,35,986.550127
14.717515,16,986.842924
14.665222,22,987.078044
16.545835,142,989.485163
19.947933,100,991.126033
14.756127,22,991.545891
13.301111,12,991.799225
13.332976,12,992.072611
13.044639,25,992.591359
20.926157,60,993.550939
14.00225,33,994.219023
16.176502,53,994.661937
26.090858,109,996.226596
16.95096,38,996.508469
15.198534,28,996.894902
15.484817,67,997.821451
14.725873,13,998.101274
20.179649,125,1000.116007
13.877295,16,1000.460859
14.457321,38,1001.011312
12.915541,23,1001.434712
17.421132,80,1002.594556
16.133788,20,1002.788894
22.803537,300,1007.777547
16.050215,29,1008.37208
22.718041,89,1010.109697
18.911936,73,1011.278692
15.164363,25,1011.814402
15.714408,45,1012.58035
19.132633,74,1013.765422
22.027577,74,1014.848649
17.44243,33,1015.288516
18.557382,49,1016.104677
15.615065,24,1016.67516
20.171384,75,1017.771207
15.618373,34,1018.533029
13.476688,22,1018.830311
19.934192,54,1019.964997
13.520675,18,1020.323386
15.876985,31,1020.645516
20.736174,73,1021.67699
-4.812303,96,1023.366404
16.763105,55,1024.076315
25.981495,181,1026.739873
14.543544,53,1027.399697
18.65102,54,1028.157305
12.705166,14,1028.360022
16.429072,41,1028.938155
13.634959,23,1029.330815
21.162209,76,1030.398957
15.169801,23,1030.687448
-11.319299,28,1031.158282
15.747566,68,1032.328184
20.657626,85,1033.55799
23.34219,129,1035.557343
15.105833,33,1036.125073
15.101212,27,1036.594437
19.130559,60,1037.351935
17.655232,59,1038.611376
13.856319,25,1038.882095
14.205224,18,1039.162392
13.986596,13,1039.400897
14.932684,30,1039.881565
18.275951,94,1041.512887
22.201869,95,1043.128379
16.228634,47,1043.601937
14.471647,23,1043.818889
18.976654,74,1045.126832
14.577986,22,1045.524292
18.018536,71,1046.687475
13.181244,10,1046.912504
15.057387,33,1047.584255
14.087051,19,1047.929268
13.545955,15,1048.28023
21.744393,62,1049.139966
13.980524,16,1049.422321
27.52492,137,1051.770141
14.489304,20,1052.038711
20.259287,109,1053.848063
17.653648,189,1056.548953
15.435244,16,1056.90027
14.313106,18,1057.206099
14.215791,23,1057.504606
14.121491,18,1057.806448
13.86735,18,1058.146902
14.959135,54,1058.743985
14.475037,21,1059.002822
17.868656,51,1059.552601
20.019559,50,1060.078534
19.610041,83,1061.419537
14.261579,25,1061.771625
22.758094,89,1063.281428
18.205597,59,1064.190925
15.268934,72,1065.545599
13.360214,10,1065.792165
13.074433,14,1066.077666
15.252376,24,1066.279279
13.443272,11,1066.510539
15.191863,35,1067.108033
13.541107,22,1067.386635
19.750005,123,1068.896548
19.240956,52,1069.86797
15.428886,36,1070.601848
16.415752,28,1070.82109
14.605664,19,1071.104513
14.464771,10,1071.311328
-10.099859,28,1071.943266
14.938542,31,1072.519696
20.211381,75,1073.385211
13.687428,34,1073.86242
14.218462,17,1074.162914
16.90102,34,1074.813514
13.640179,18,1075.111579
16.173817,31,1075.508427
17.274595,34,1076.207439
17.146169,39,1076.588091
14.481771,29,1077.032822
15.587361,17,1077.390927
14.464506,14,1077.678635
15.022689,56,1078.733963
13.971142,14,1078.998472
15.269972,37,1079.624369
15.67309,34,1080.368547
14.739191,19,1080.629774
23.560845,98,1081.979209
14.538936,103,1083.707629
12.933753,16,1083.983099
18.046841,64,1085.107905
14.447594,19,1085.351421
15.697536,52,1086.140012
13.575786,15,1086.388754
14.024265,27,1087.019246
14.426554,16,1087.271456
17.125453,32,1087.845459
14.308184,22,1088.279781
17.467868,50,1089.14197
17.948852,35,1089.441866
-11.52564,17,1089.802274
14.234624,38,1090.328216
17.189787,46,1091.236599
13.191482,11,1091.507842
14.069071,40,1092.354526
19.376303,77,1093.78267
14.033977,16,1094.074202
15.03876,28,1094.351633
14.204368,16,1094.600977
21.034831,269,1099.149369
14.557773,38,1099.702923
14.288436,24,1100.118443
17.572625,78,1101.536897
12.899168,22,1101.919065
13.736852,12,1102.175812
20.674102,87,1104.012962
11.985893,16,1104.304632
18.027157,87,1105.781745
15.322447,30,1106.095217
15.697512,33,1106.66054
17.062071,34,1106.934912
16.201242,40,1107.376376
13.712886,12,1107.631149
19.188451,76,1108.726081
15.382006,19,1108.968281
13.711319,13,1109.268017
13.569415,20,1109.562806
14.41904,31,1110.143493
16.058623,38,1110.690083
15.80695,63,1111.459959
16.497185,30,1112.015713
13.648627,17,1112.410854
28.072603,100,1113.737573
17.575982,54,1114.723848
14.520334,58,1115.706129
14.990172,35,1116.272841
18.008919,54,1116.791031
17.26951,39,1117.340617
16.194056,29,1117.700074
19.341445,39,1118.215727
17.137818,45,1118.756664
16.610527,33,1119.11075
18.373439,62,1120.157329
17.200425,60,1121.122718
15.440199,26,1121.453893
16.987831,41,1122.053469
13.057968,17,1122.369812
19.092178,54,1123.319448
16.151004,76,1124.56667
14.453059,24,1124.827157
16.819455,57,1125.810968
14.683135,21,1126.105153
16.492395,65,1127.14046
13.325609,11,1127.349209
14.356272,13,1127.589267
13.312492,10,1127.793319
17.304688,53,1128.441252
17.00623,43,1128.980338
13.504027,12,1129.235734
14.960323,48,1130.108327
15.438829,37,1130.524543
14.873756,32,1131.04636
17.149072,50,1131.75021
15.646146,32,1132.399585
14.086783,24,1132.74557
12.965297,14,1132.967912
15.206778,19,1133.29238
19.243076,61,1134.093387
13.594074,40,1134.572945
14.304032,18,1134.824202
15.835611,41,1135.581631
-11.014495,24,1136.134998
14.000298,18,1136.375771
-11.429408,21,1136.754274
16.875557,33,1137.307698
17.190104,38,1137.581256
12.998576,12,1137.877273
20.025656,93,1139.383121
14.204976,18,1139.705154
14.014798,17,1139.924258
15.996885,37,1140.339483
14.487334,30,1140.837473
14.678279,29,1141.101718
14.006512,19,1141.342736
18.299491,85,1142.851938
14.761902,35,1143.14146
17.664271,48,1143.98778
13.733371,13,1144.308004
13.212442,12,1144.583889
15.616354,34,1145.36238
13.679209,14,1145.617662
15.149418,18,1145.802269
17.278762,73,1146.799898
16.930301,59,1147.647165
22.768102,75,1148.771228
-10.076858,61,1149.585319
15.330184,36,1150.061333
14.357658,26,1150.478028
19.236367,91,1151.552306
13.923084,11,1151.769519
13.248407,12,1151.986676
17.532279,71,1153.020123
15.210541,24,1153.569918
15.388039,27,1153.805603
16.062576,41,1154.179507
-9.884235,24,1154.525911
20.692171,78,1155.609117
13.983273,27,1155.989484
14.565555,20,1156.279347
14.973803,24,1156.809382
17.891497,55,1157.718617
17.990407,30,1158.020473
18.411095,50,1158.629208
15.56519,28,1158.971376
14.630546,45,1159.877171
14.408392,15,1160.226808
16.48387,28,1160.817193
13.620845,12,1161.071197
19.118533,74,1162.230494
14.65406,24,1162.565812
16.35637,38,1163.299886
14.90492,35,1163.650016
18.785764,52,1164.178711
12.436599,24,1164.654032
16.706743,48,1165.576459
17.757447,49,1166.373104
13.645789,13,1166.589863
19.247468,432,1173.475064
23.027425,60,1174.56675
15.640104,25,1174.942494
20.37931,72,1176.12511
16.431132,51,1176.847786
16.64001,43,1177.558599
13.668265,18,1177.98037
15.141772,25,1178.328137
14.079037,21,1178.742468
14.091118,117,1180.074499
13.932408,17,1180.472679
28.569558,121,1182.225809
14.0767,14,1182.510222
24.47641,96,1183.976342
13.474981,14,1184.278837
21.221905,87,1185.709542
18.777569,171,1188.515568
14.564813,9,1188.717613
13.536977,10,1188.923871
-8.242862,59,1189.810251
19.295677,79,1191.083452
16.033833,13,1191.296134
18.755163,60,1192.175263
17.761389,54,1192.746818
13.547007,17,1193.123744
13.507641,14,1193.323123
15.46528,49,1194.201117
14.066796,21,1194.574662
15.043833,38,1195.060738
18.517325,57,1196.039215
14.224157,9,1196.240184
17.788324,47,1196.829246
16.350777,58,1197.726016
17.308389,47,1198.494595
21.134812,96,1199.861379
14.14946,15,1200.090137
13.580749,17,1200.321763
13.957816,13,1200.599061
17.297179,63,1201.617428
16.578437,28,1202.098738
16.774256,27,1202.600246
23.388347,168,1205.41831
13.514478,15,1205.686625
12.431403,27,1205.98185
15.418721,20,1206.248179
15.164982,26,1206.582505
15.715566,41,1206.983698
14.495792,13,1207.254394
16.392028,52,1208.03775
16.468631,48,1208.74616
13.794942,11,1208.973909
14.667946,30,1209.295878
14.063239,25,1209.574397
17.170558,54,1210.256809
14.512552,23,1210.497439
14.977747,49,1211.237244
13.848721,17,1211.469742
15.143838,53,1212.442679
13.717453,16,1212.776678
20.976962,67,1214.171268
14.262094,35,1214.646823
15.281786,49,1215.298867
14.230262,13,1215.557108
13.572352,45,1216.217245
14.45831,17,1216.473236
18.046433,43,1217.165783
14.832168,33,1217.838995
12.880654,18,1218.118583
18.461451,33,1218.428267
19.784238,101,1219.835227
19.7323,269,1224.19175
-8.867036,33,1224.804076
17.255028,22,1225.052428
15.053415,25,1225.3864
14.891153,22,1225.869918
23.379878,91,1227.605832
14.694207,19,1227.993326
12.172129,13,1228.255457
15.116084,31,1228.635669
15.647201,30,1229.07151
13.453064,12,1229.328203
17.796849,26,1229.562137
11.056522,26,1230.021
13.781517,18,1230.264531
18.898362,44,1231.101497
20.956643,100,1232.939034
14.346155,20,1233.223717
23.491974,83,1234.565377
16.819644,36,1235.104806
28.134669,158,1237.992031
14.164578,32,1238.472974
18.477206,69,1239.416461
16.308895,28,1239.813444
-11.359617,11,1240.005877
-7.141302,45,1240.728509
19.97257,104,1242.213609
14.739613,23,1242.55207
13.778701,65,1243.349475
17.858873,53,1244.099835
18.179177,74,1245.149156
14.999425,28,1245.571511
19.700352,101,1246.673392
14.740245,14,1246.962853
-10.811448,19,1247.313664
16.145202,86,1248.773151
13.899012,16,1249.065197
15.656811,24,1249.590497
16.734461,64,1250.817279
16.134307,43,1251.668401
13.542458,11,1251.896381
27.132917,158,1254.21813
18.941183,67,1255.089573
14.820209,18,1255.299359
15.214159,18,1255.608851
-10.131565,82,1256.915296
15.527655,17,1257.127892
18.158695,57,1257.981046
15.359896,21,1258.377987
15.015086,28,1258.842084
13.963808,24,1259.412881
15.470941,15,1259.638274
20.781859,78,1260.581486
15.03717,80,1261.802652
13.530838,8,1262.001252
14.37065,14,1262.226881
15.555911,39,1262.605672
16.819779,25,1262.813579
15.452,25,1263.269803
15.037391,23,1263.52684
13.144573,23,1263.864207
17.563702,41,1264.399651
16.133762,38,1264.845303
14.251891,27,1265.225325
13.965147,10,1265.457037
15.184475,24,1265.797146
14.295488,28,1266.227163
15.274333,32,1266.50087
14.348054,30,1267.022177
13.817964,10,1267.248305
24.088959,110,1268.835374
13.187864,8,1269.033615
16.481099,15,1269.272149
21.233719,222,1272.814769
16.044739,41,1273.253916
13.530593,13,1273.473719
17.01387,36,1273.807452
15.386467,31,1274.200964
14.230467,21,1274.699449
16.564116,24,1274.975253
19.109694,84,1275.996649
16.684116,39,1276.547063
16.122324,14,1276.750775
14.392374,13,1276.991977
14.554164,37,1277.586662
14.737145,18,1277.886575
13.733965,14,1278.131059
15.709686,28,1278.391797
-11.654117,18,1278.731769
17.109013,49,1279.737823
-2.591073,97,1281.199758
16.818478,30,1281.51178
16.740475,189,1284.525383
13.714733,17,1284.741988
17.213813,40,1285.113809
15.821521,36,1285.763333
13.903932,14,1286.046669
15.948631,28,1286.277549
19.190038,94,1287.754429
13.760162,17,1288.052995
13.510633,12,1288.289072
14.336362,20,1288.616916
15.63277,35,1289.275736
17.582549,33,1289.763488
15.044752,49,1290.677987
14.293923,25,1291.111814
13.041237,13,1291.328778
13.249892,10,1291.532758
19.510575,85,1293.014503
14.592885,21,1293.390723
17.756655,100,1295.448727
19.580806,48,1296.226801
13.586342,16,1296.561518
18.927106,60,1297.499044
20.80691,132,1299.681837
15.65775,28,1300.02592
14.591386,21,1300.276618
-10.94814,14,1300.620312
13.393465,23,1300.901744
17.375108,70,1301.815015
15.915969,32,1302.070418
18.467522,36,1302.546176
15.899409,33,1303.026079
13.330922,50,1303.806468
17.455372,21,1304.035129
20.341154,97,1305.671262
15.75965,23,1305.993585
13.962243,14,1306.278879
14.452806,24,1306.750329
13.718109,15,1306.996873
14.103167,15,1307.345481
17.275135,22,1307.644596
21.4904,128,1309.69921
13.95784,14,1309.903557
15.341367,38,1310.743648
13.927445,12,1310.935741
14.994386,17,1311.249376
15.646348,30,1311.474838
16.465829,33,1312.019978
14.220259,19,1312.283031
13.465163,12,1312.496195
18.26124,41,1313.072548
13.823073,51,1313.89993
15.041901,28,1314.246315
14.520617,24,1314.612427
22.8338,278,1319.516697
16.022435,33,1320.021406
14.021878,17,1320.335871
14.553541,20,1320.680918
15.394215,34,1321.43411
17.924051,48,1322.251694
17.024698,74,1323.647633
15.322852,28,1324.075999
16.303296,51,1324.962213
17.191277,50,1325.91513
14.822018,28,1326.40118
15.460164,20,1326.752727
17.833882,64,1328.062989
17.602652,60,1329.021495
14.629699,21,1329.288445
12.84566,19,1329.718158
17.728738,69,1331.027499
15.890329,30,1331.604073
20.579475,78,1332.83277
18.000559,88,1334.421481
15.542138,37,1335.069216
14.570282,15,1335.396898
14.286379,13,1335.680942
17.562498,47,1336.271651
11.701256,15,1336.619983
15.132015,21,1336.870322
14.508475,31,1337.386786
18.033949,58,1338.185475
15.017695,45,1338.845662
14.703354,48,1339.638401
19.53668,59,1340.458248
14.745399,24,1340.84191
17.09089,73,1342.163953
16.40274,29,1342.509431
14.487297,16,1342.842662
13.66928,13,1343.061262
14.925992,35,1343.649956
13.942667,14,1343.875096
13.524408,14,1344.179885
18.026286,41,1344.869726
-11.156894,13,1345.091018
14.216854,21,1345.446523
15.85696,26,1345.944333
14.231968,29,1346.396455
16.038746,32,1347.044432
15.053358,24,1347.476492
15.571985,23,1347.756596
13.642086,14,1348.080258
17.737267,51,1348.751103
14.01123,29,1349.203623
30.27017,213,1352.337291
11.851225,14,1352.603724
17.602963,65,1353.684329
17.138785,45,1354.470345
14.077721,23,1354.855224
15.245184,40,1355.701004
-8.94543,51,1356.322664
14.353175,17,1356.617103
13.825424,19,1356.858578
18.391093,68,1357.82337
17.390364,50,1358.610133
15.419173,32,1359.177253
18.151758,116,1361.143321
17.29291,38,1361.796075
13.910318,15,1362.085568
16.745736,103,1363.675569
14.375903,37,1364.325776
15.334647,19,1364.549895
-11.04197,15,1364.818576
14.355131,20,1365.044148
16.609827,91,1366.764884
19.091807,85,1368.581828
16.149034,59,1369.713802
14.509225,26,1370.230304
15.706351,35,1370.684301
13.675313,31,1371.120818
14.006969,27,1371.497976
17.669839,61,1372.328638
14.001445,14,1372.61596
18.446298,69,1373.550897
17.059464,56,1374.709311
20.156769,88,1376.333483
14.663808,31,1376.890791
14.815852,32,1377.583147
12.658916,54,1378.317106
13.971189,23,1378.608646
19.548049,83,1379.4215
16.830464,60,1380.595758
